Te Flladi,Dzhon Kenedi,42.01317596435547,21.437894821166992,[catering, catering.cafe, internet_access]
Joy Café & Bakery (Karposh),Nikola Tesla,42.00551223754883,21.410921096801758,[catering, catering.cafe]
Ch2pter,Ljubljanska,42.00460433959961,21.386268615722656,[catering, catering.cafe]
Trend Food Bar,Boulevard Partizanski Odredi,42.00419235229492,21.390926361083984,[catering, catering.cafe]
Веган365Кујна,Bulevard Kliment Ohridski,41.999244689941406,21.426313400268555,[catering, catering.cafe, vegan, vegetarian]
My Space cafe,Народен Фронт,41.99280548095703,21.420942306518555,[building, building.catering, catering, catering.cafe, catering.cafe.ice_cream, catering.ice_cream, internet_access]
